100ms: 	0Mbit/s
200ms: 	0Mbit/s
300ms: 	0Mbit/s
400ms: 	0Mbit/s
500ms: 	0Mbit/s
600ms: 	0Mbit/s
700ms: 	0Mbit/s
800ms: 	0Mbit/s
900ms: 	0Mbit/s
1000ms: 	0Mbit/s
1100ms: 	0Mbit/s
1200ms: 	0Mbit/s
1300ms: 	0Mbit/s
1400ms: 	0Mbit/s
1500ms: 	0Mbit/s
1600ms: 	0Mbit/s
1700ms: 	0Mbit/s
1800ms: 	0Mbit/s
1900ms: 	0Mbit/s
2000ms: 	0Mbit/s
2100ms: 	0Mbit/s
2200ms: 	0Mbit/s
2300ms: 	0Mbit/s
2400ms: 	0Mbit/s
2500ms: 	0Mbit/s
2600ms: 	0Mbit/s
2700ms: 	0Mbit/s
2800ms: 	0Mbit/s
2900ms: 	0Mbit/s
3000ms: 	0Mbit/s
3100ms: 	0Mbit/s
3200ms: 	0.23168Mbit/s
3300ms: 	0.5792Mbit/s
3400ms: 	0.69504Mbit/s
3500ms: 	1.04256Mbit/s
3600ms: 	2.896Mbit/s
3700ms: 	3.70688Mbit/s
3800ms: 	4.86528Mbit/s
3900ms: 	9.2672Mbit/s
4000ms: 	9.61472Mbit/s
4100ms: 	2.54848Mbit/s
4200ms: 	0Mbit/s
4300ms: 	20.0403Mbit/s
4400ms: 	14.2483Mbit/s
4500ms: 	5.67616Mbit/s
4600ms: 	6.60288Mbit/s
4700ms: 	5.44448Mbit/s
4800ms: 	6.25536Mbit/s
4900ms: 	6.60288Mbit/s
5000ms: 	5.792Mbit/s
5100ms: 	6.83456Mbit/s
5200ms: 	6.60288Mbit/s
5300ms: 	6.13952Mbit/s
5400ms: 	7.29792Mbit/s
5500ms: 	6.48704Mbit/s
5600ms: 	6.83456Mbit/s
5700ms: 	7.64544Mbit/s
5800ms: 	6.48704Mbit/s
5900ms: 	7.41376Mbit/s
6000ms: 	7.64544Mbit/s
6100ms: 	7.06624Mbit/s
6200ms: 	7.76128Mbit/s
6300ms: 	7.87712Mbit/s
6400ms: 	7.06624Mbit/s
6500ms: 	8.34048Mbit/s
6600ms: 	7.99296Mbit/s
6700ms: 	7.76128Mbit/s
6800ms: 	8.57216Mbit/s
6900ms: 	8.1088Mbit/s
7000ms: 	8.34048Mbit/s
7100ms: 	8.688Mbit/s
7200ms: 	8.57216Mbit/s
7300ms: 	8.57216Mbit/s
7400ms: 	9.03552Mbit/s
7500ms: 	8.57216Mbit/s
7600ms: 	9.15136Mbit/s
7700ms: 	9.2672Mbit/s
7800ms: 	8.91968Mbit/s
7900ms: 	9.38304Mbit/s
8000ms: 	9.38304Mbit/s
8100ms: 	9.49888Mbit/s
8200ms: 	9.49888Mbit/s
8300ms: 	9.73056Mbit/s
8400ms: 	9.61472Mbit/s
8500ms: 	9.61472Mbit/s
8600ms: 	9.61472Mbit/s
8700ms: 	9.61472Mbit/s
8800ms: 	9.73056Mbit/s
8900ms: 	9.61472Mbit/s
9000ms: 	9.61472Mbit/s
9100ms: 	9.61472Mbit/s
9200ms: 	9.73056Mbit/s
9300ms: 	9.61472Mbit/s
9400ms: 	9.61472Mbit/s
9500ms: 	9.61472Mbit/s
9600ms: 	9.61472Mbit/s
9700ms: 	9.73056Mbit/s
9800ms: 	9.61472Mbit/s
9900ms: 	9.61472Mbit/s
10000ms: 	9.61472Mbit/s
