0.1s: 	0Mbit/s
0.2s: 	0Mbit/s
0.3s: 	0Mbit/s
0.4s: 	0Mbit/s
0.5s: 	0Mbit/s
0.6s: 	0Mbit/s
0.7s: 	0Mbit/s
0.8s: 	0Mbit/s
0.9s: 	0Mbit/s
1s: 	0Mbit/s
1.1s: 	0Mbit/s
1.2s: 	0Mbit/s
1.3s: 	0Mbit/s
1.4s: 	0Mbit/s
1.5s: 	0Mbit/s
1.6s: 	0Mbit/s
1.7s: 	0Mbit/s
1.8s: 	0Mbit/s
1.9s: 	0Mbit/s
2s: 	0Mbit/s
2.1s: 	0Mbit/s
2.2s: 	0Mbit/s
2.3s: 	0Mbit/s
2.4s: 	0Mbit/s
2.5s: 	0Mbit/s
2.6s: 	0Mbit/s
2.7s: 	0Mbit/s
2.8s: 	0Mbit/s
2.9s: 	0Mbit/s
3s: 	0Mbit/s
3.1s: 	0Mbit/s
3.2s: 	0Mbit/s
3.3s: 	0Mbit/s
3.4s: 	0Mbit/s
3.5s: 	0Mbit/s
3.6s: 	0Mbit/s
3.7s: 	0Mbit/s
3.8s: 	0Mbit/s
3.9s: 	1.47574e+15Mbit/s
4s: 	1.47574e+15Mbit/s
4.1s: 	1.47574e+15Mbit/s
4.2s: 	1.62176Mbit/s
4.3s: 	8.1088Mbit/s
4.4s: 	10.6573Mbit/s
4.5s: 	12.6266Mbit/s
4.6s: 	14.3642Mbit/s
4.7s: 	16.4493Mbit/s
4.8s: 	18.4186Mbit/s
4.9s: 	20.5037Mbit/s
5s: 	22.9363Mbit/s
5.1s: 	25.2531Mbit/s
5.2s: 	27.8016Mbit/s
5.3s: 	1.47574e+15Mbit/s
5.4s: 	1.47574e+15Mbit/s
5.5s: 	1.47574e+15Mbit/s
5.6s: 	1.47574e+15Mbit/s
5.7s: 	1.47574e+15Mbit/s
5.8s: 	2.08512Mbit/s
5.9s: 	3.01184Mbit/s
6s: 	4.74944Mbit/s
6.1s: 	6.48704Mbit/s
6.2s: 	7.76128Mbit/s
6.3s: 	9.2672Mbit/s
6.4s: 	9.49888Mbit/s
6.5s: 	9.73056Mbit/s
6.6s: 	11.1206Mbit/s
6.7s: 	13.3216Mbit/s
6.8s: 	14.5958Mbit/s
6.9s: 	16.1018Mbit/s
7s: 	17.1443Mbit/s
7.1s: 	17.1443Mbit/s
7.2s: 	17.7235Mbit/s
7.3s: 	18.7661Mbit/s
7.4s: 	19.8086Mbit/s
7.5s: 	21.0829Mbit/s
7.6s: 	22.3571Mbit/s
7.7s: 	23.168Mbit/s
7.8s: 	20.967Mbit/s
7.9s: 	23.0522Mbit/s
8s: 	21.7779Mbit/s
8.1s: 	20.0403Mbit/s
8.2s: 	18.5344Mbit/s
8.3s: 	17.4918Mbit/s
8.4s: 	16.3334Mbit/s
8.5s: 	14.9434Mbit/s
8.6s: 	13.2058Mbit/s
8.7s: 	12.279Mbit/s
8.8s: 	10.7731Mbit/s
8.9s: 	10.1939Mbit/s
9s: 	8.57216Mbit/s
9.1s: 	7.41376Mbit/s
9.2s: 	5.56032Mbit/s
9.3s: 	4.86528Mbit/s
9.4s: 	3.35936Mbit/s
9.5s: 	2.20096Mbit/s
9.6s: 	1.04256Mbit/s
9.7s: 	0.23168Mbit/s
9.8s: 	1.47574e+15Mbit/s
9.9s: 	1.7376Mbit/s
10s: 	1.39008Mbit/s
