0.1s: 	0Mbit/s
0.2s: 	0Mbit/s
0.3s: 	0Mbit/s
0.4s: 	0Mbit/s
0.5s: 	0Mbit/s
0.6s: 	0Mbit/s
0.7s: 	0Mbit/s
0.8s: 	0Mbit/s
0.9s: 	0Mbit/s
1s: 	0Mbit/s
1.1s: 	0Mbit/s
1.2s: 	0Mbit/s
1.3s: 	0Mbit/s
1.4s: 	0Mbit/s
1.5s: 	0Mbit/s
1.6s: 	0Mbit/s
1.7s: 	0Mbit/s
1.8s: 	0Mbit/s
1.9s: 	0Mbit/s
2s: 	0Mbit/s
2.1s: 	0Mbit/s
2.2s: 	0Mbit/s
2.3s: 	0Mbit/s
2.4s: 	0Mbit/s
2.5s: 	0Mbit/s
2.6s: 	0Mbit/s
2.7s: 	0Mbit/s
2.8s: 	0Mbit/s
2.9s: 	0Mbit/s
3s: 	0Mbit/s
3.1s: 	0Mbit/s
3.2s: 	0Mbit/s
3.3s: 	0Mbit/s
3.4s: 	0Mbit/s
3.5s: 	0Mbit/s
3.6s: 	0Mbit/s
3.7s: 	0Mbit/s
3.8s: 	0Mbit/s
3.9s: 	0Mbit/s
4s: 	0.11584Mbit/s
4.1s: 	0.11584Mbit/s
4.2s: 	6.83456Mbit/s
4.3s: 	9.61472Mbit/s
4.4s: 	14.1325Mbit/s
4.5s: 	15.9859Mbit/s
4.6s: 	17.8394Mbit/s
4.7s: 	19.8086Mbit/s
4.8s: 	22.0096Mbit/s
4.9s: 	24.3264Mbit/s
5s: 	1.47574e+15Mbit/s
5.1s: 	1.47574e+15Mbit/s
5.2s: 	1.47574e+15Mbit/s
5.3s: 	1.47574e+15Mbit/s
5.4s: 	0.81088Mbit/s
5.5s: 	3.24352Mbit/s
5.6s: 	5.32864Mbit/s
5.7s: 	6.83456Mbit/s
5.8s: 	9.03552Mbit/s
5.9s: 	8.91968Mbit/s
6s: 	9.38304Mbit/s
6.1s: 	10.7731Mbit/s
6.2s: 	11.9315Mbit/s
6.3s: 	13.3216Mbit/s
6.4s: 	14.9434Mbit/s
6.5s: 	15.7542Mbit/s
6.6s: 	15.8701Mbit/s
6.7s: 	16.4493Mbit/s
6.8s: 	17.4918Mbit/s
6.9s: 	18.5344Mbit/s
7s: 	20.0403Mbit/s
7.1s: 	21.4304Mbit/s
7.2s: 	22.473Mbit/s
7.3s: 	23.0522Mbit/s
7.4s: 	23.863Mbit/s
7.5s: 	24.7898Mbit/s
7.6s: 	25.369Mbit/s
7.7s: 	23.7472Mbit/s
7.8s: 	25.1373Mbit/s
7.9s: 	23.6314Mbit/s
8s: 	22.3571Mbit/s
8.1s: 	20.8512Mbit/s
8.2s: 	18.9978Mbit/s
8.3s: 	17.7235Mbit/s
8.4s: 	16.4493Mbit/s
8.5s: 	15.0592Mbit/s
8.6s: 	13.9008Mbit/s
8.7s: 	12.1632Mbit/s
8.8s: 	10.5414Mbit/s
8.9s: 	9.15136Mbit/s
9s: 	8.22464Mbit/s
9.1s: 	7.06624Mbit/s
9.2s: 	5.67616Mbit/s
9.3s: 	4.6336Mbit/s
9.4s: 	3.4752Mbit/s
9.5s: 	1.96928Mbit/s
9.6s: 	1.04256Mbit/s
9.7s: 	2.20096Mbit/s
9.8s: 	1.50592Mbit/s
9.9s: 	1.62176Mbit/s
10s: 	2.78016Mbit/s
